session_id,timestamp,source,device,converted
8517,2024-07-07 14:38:00,ad,mobile,0
971,2024-06-05 16:58:00,direct,mobile,0
10396,2024-07-15 12:17:00,ad,desktop,0
8019,2024-07-06 16:22:00,direct,mobile,0
9381,2024-07-11 08:22:00,ad,mobile,1
9950,2024-07-13 12:34:00,ad,desktop,0
8198,2024-07-06 13:13:00,search,mobile,0
7826,2024-07-05 12:42:00,ad,mobile,1
8267,2024-07-07 10:10:00,direct,desktop,0
657,2024-06-03 16:05:00,ad,mobile,0
7846,2024-07-05 15:00:00,search,desktop,0
3297,2024-06-16 12:29:00,search,mobile,0
53,2024-06-01 08:17:00,search,desktop,1
6988,2024-07-01 13:47:00,search,desktop,0
8088,2024-07-06 17:38:00,ad,desktop,1
9558,2024-07-12 15:41:00,direct,desktop,0
1636,2024-06-08 14:45:00,ad,mobile,0
5698,2024-06-26 08:17:00,search,desktop,0
2814,2024-06-13 08:23:00,email,mobile,0
1887,2024-06-09 12:24:00,search,mobile,0
2711,2024-06-13 16:56:00,ad,desktop,0
8042,2024-07-06 14:52:00,search,mobile,0
2850,2024-06-13 13:31:00,search,tablet,0
9739,2024-07-12 12:58:00,search,desktop,0
6065,2024-06-27 17:35:00,direct,desktop,0
3575,2024-06-17 14:27:00,search,mobile,0
260,2024-06-01 13:58:00,ad,mobile,0
8867,2024-07-09 10:08:00,email,mobile,0
6257,2024-06-28 10:32:00,ad,tablet,0
2897,2024-06-13 14:11:00,search,mobile,0
3843,2024-06-18 14:43:00,ad,tablet,0
4470,2024-06-20 11:07:00,search,tablet,0
251,2024-06-01 11:23:00,email,tablet,0
7531,2024-07-03 14:08:00,search,mobile,0
6857,2024-06-30 10:39:00,ad,desktop,0
8788,2024-07-08 14:22:00,ad,desktop,0
7792,2024-07-05 15:52:00,ad,mobile,0
10055,2024-07-13 17:21:00,ad,mobile,0
8365,2024-07-07 12:59:00,ad,mobile,0
5031,2024-06-23 14:11:00,email,desktop,0
685,2024-06-04 10:38:00,social,mobile,0
3895,2024-06-18 17:46:00,search,mobile,0
10208,2024-07-14 14:18:00,social,mobile,0
10266,2024-07-14 16:24:00,social,mobile,0
3620,2024-06-17 11:45:00,search,mobile,0
7836,2024-07-05 10:28:00,search,mobile,1
7512,2024-07-03 15:13:00,direct,tablet,0
5410,2024-06-25 09:57:00,ad,mobile,0
7586,2024-07-04 11:41:00,ad,mobile,0
5356,2024-06-25 08:07:00,email,mobile,0
3727,2024-06-17 10:25:00,ad,mobile,1
3281,2024-06-16 11:51:00,search,mobile,0
4041,2024-06-19 10:55:00,social,mobile,0
509,2024-06-03 14:44:00,ad,mobile,1
3411,2024-06-16 15:05:00,ad,desktop,1
737,2024-06-04 11:38:00,ad,tablet,0
7279,2024-07-02 13:40:00,email,mobile,0
7441,2024-07-03 16:09:00,ad,mobile,0
2155,2024-06-10 14:27:00,direct,mobile,0
3619,2024-06-17 09:15:00,ad,desktop,0
6902,2024-07-01 15:45:00,email,mobile,0
2310,2024-06-11 13:04:00,ad,tablet,0
9660,2024-07-12 15:05:00,ad,desktop,0
1523,2024-06-07 17:48:00,ad,desktop,1
2094,2024-06-10 15:13:00,ad,mobile,0
5698,2024-06-26 08:17:00,search,desktop,0
5146,2024-06-23 09:33:00,email,mobile,0
8213,2024-07-06 08:30:00,ad,mobile,0
4401,2024-06-20 07:48:00,direct,mobile,0
9188,2024-07-10 09:58:00,direct,mobile,0
4215,2024-06-19 07:55:00,search,mobile,0
2227,2024-06-11 09:39:00,social,mobile,0
249,2024-06-01 09:59:00,ad,desktop,0
4061,2024-06-19 12:50:00,direct,mobile,0
725,2024-06-04 10:20:00,direct,mobile,0
5916,2024-06-27 08:13:00,search,mobile,0
1100,2024-06-06 16:47:00,ad,tablet,0
3009,2024-06-14 15:55:00,search,desktop,0
1869,2024-06-09 12:12:00,direct,mobile,0
8055,2024-07-06 13:43:00,ad,tablet,1
1141,2024-06-06 13:39:00,search,mobile,0
2579,2024-06-12 10:24:00,ad,mobile,1
1064,2024-06-05 16:16:00,search,mobile,0
10,2024-06-01 13:27:00,ad,mobile,1
6266,2024-06-28 10:27:00,direct,desktop,0
9505,2024-07-11 14:22:00,search,mobile,0
399,2024-06-02 14:28:00,ad,mobile,0
7105,2024-07-02 12:54:00,email,desktop,1
2189,2024-06-10 08:59:00,ad,mobile,1
3757,2024-06-17 09:20:00,social,desktop,0
3066,2024-06-14 10:39:00,ad,mobile,0
7915,2024-07-05 12:49:00,social,mobile,0
9892,2024-07-13 10:11:00,ad,mobile,0
9632,2024-07-12 13:01:00,ad,tablet,1
9110,2024-07-10 13:26:00,search,mobile,0
3541,2024-06-17 08:12:00,ad,mobile,0
8733,2024-07-08 17:05:00,ad,desktop,0
6738,2024-06-30 16:09:00,email,desktop,0
10285,2024-07-14 15:23:00,search,mobile,0
3836,2024-06-18 14:22:00,ad,mobile,0
6186,2024-06-28 07:00:00,ad,desktop,0
380,2024-06-02 17:43:00,ad,mobile,0
4716,2024-06-22 11:23:00,direct,mobile,0
5785,2024-06-26 09:52:00,email,mobile,0
8554,2024-07-08 12:56:00,direct,desktop,0
4851,2024-06-22 08:16:00,ad,mobile,0
9728,2024-07-12 07:00:00,ad,mobile,0
1220,2024-06-06 11:22:00,direct,mobile,0
4598,2024-06-21 09:17:00,direct,tablet,0
7275,2024-07-02 16:44:00,ad,desktop,0
902,2024-06-05 08:32:00,direct,mobile,0
6746,2024-06-30 15:09:00,search,mobile,0
9698,2024-07-12 08:09:00,search,mobile,0
4530,2024-06-21 13:42:00,search,desktop,0
503,2024-06-03 10:43:00,direct,desktop,1
8801,2024-07-09 11:37:00,search,mobile,0
7483,2024-07-03 14:34:00,direct,desktop,0
1099,2024-06-06 16:27:00,email,mobile,0
560,2024-06-03 09:34:00,ad,mobile,0
10402,2024-07-15 15:58:00,email,mobile,0
9788,2024-07-12 10:14:00,direct,mobile,0
3140,2024-06-15 08:24:00,email,tablet,0
1461,2024-06-07 16:27:00,ad,mobile,0
8902,2024-07-09 17:30:00,email,mobile,0
6526,2024-06-29 07:31:00,ad,mobile,0
7472,2024-07-03 08:23:00,ad,desktop,1
9916,2024-07-13 08:05:00,ad,tablet,1
645,2024-06-03 14:34:00,search,mobile,1
1707,2024-06-08 15:23:00,search,mobile,0
2636,2024-06-12 09:21:00,direct,mobile,0
1348,2024-06-07 09:26:00,direct,mobile,1
7348,2024-07-02 15:46:00,ad,mobile,0
8777,2024-07-08 13:42:00,ad,mobile,0
5413,2024-06-25 08:57:00,ad,tablet,1
4668,2024-06-21 10:34:00,email,tablet,0
7428,2024-07-03 11:46:00,ad,desktop,1
300,2024-06-02 12:47:00,search,mobile,0
7194,2024-07-02 10:26:00,direct,tablet,0
2464,2024-06-11 08:45:00,ad,tablet,0
4633,2024-06-21 09:47:00,direct,tablet,0
8558,2024-07-08 09:48:00,social,desktop,0
5342,2024-06-24 12:39:00,search,tablet,0
8357,2024-07-07 07:49:00,search,mobile,0
6024,2024-06-27 14:57:00,social,mobile,0
56,2024-06-01 15:17:00,search,desktop,0
7572,2024-07-03 15:53:00,social,desktop,0
1532,2024-06-07 10:34:00,direct,desktop,1
5267,2024-06-24 10:52:00,direct,mobile,0
8176,2024-07-06 13:09:00,search,mobile,0
9634,2024-07-12 16:27:00,social,mobile,0
2240,2024-06-11 11:10:00,email,desktop,0
6668,2024-06-30 10:20:00,email,mobile,0
1246,2024-06-06 10:36:00,ad,mobile,0
7162,2024-07-02 07:46:00,ad,mobile,0
5154,2024-06-24 10:47:00,search,mobile,0
8749,2024-07-08 07:06:00,ad,mobile,0
4979,2024-06-23 07:53:00,social,mobile,0
3525,2024-06-16 09:48:00,ad,desktop,0
2444,2024-06-11 14:55:00,search,desktop,0
2908,2024-06-14 14:54:00,direct,desktop,0
5183,2024-06-24 13:36:00,email,tablet,0
573,2024-06-03 08:37:00,direct,tablet,0
5214,2024-06-24 07:13:00,ad,tablet,1
10004,2024-07-13 13:40:00,search,mobile,0
403,2024-06-02 11:45:00,ad,mobile,0
4765,2024-06-22 15:18:00,search,mobile,0
3184,2024-06-15 07:48:00,search,desktop,0
6244,2024-06-28 07:21:00,search,mobile,1
7539,2024-07-03 16:17:00,direct,mobile,0
2514,2024-06-12 14:51:00,ad,mobile,0
1333,2024-06-07 15:10:00,email,desktop,0
5552,2024-06-25 16:37:00,ad,mobile,1
9178,2024-07-10 17:20:00,ad,desktop,0
5257,2024-06-24 12:37:00,ad,mobile,0
6565,2024-06-29 14:24:00,search,mobile,1
1290,2024-06-07 10:14:00,ad,mobile,0
6592,2024-06-29 14:29:00,search,mobile,0
7469,2024-07-03 10:00:00,ad,mobile,1
2975,2024-06-14 17:51:00,ad,mobile,0
2876,2024-06-13 09:15:00,search,mobile,1
3445,2024-06-16 15:43:00,search,desktop,0
2873,2024-06-13 09:53:00,direct,mobile,0
4352,2024-06-20 11:19:00,search,desktop,0
9732,2024-07-12 14:06:00,ad,mobile,0
5303,2024-06-24 14:13:00,ad,desktop,0
6257,2024-06-28 10:32:00,ad,tablet,0
541,2024-06-03 08:14:00,ad,desktop,0
6476,2024-06-29 12:43:00,email,mobile,0
4277,2024-06-20 17:24:00,search,mobile,0
9329,2024-07-11 08:32:00,direct,desktop,0
3830,2024-06-18 09:48:00,ad,mobile,0
1961,2024-06-09 11:03:00,search,desktop,0
1785,2024-06-08 08:48:00,search,mobile,0
699,2024-06-04 11:53:00,social,mobile,1
7458,2024-07-03 16:29:00,social,mobile,0
3613,2024-06-17 08:18:00,ad,mobile,0
125,2024-06-01 08:22:00,ad,mobile,0
9217,2024-07-10 15:28:00,search,mobile,1
159,2024-06-01 10:37:00,search,mobile,0
4688,2024-06-21 08:13:00,ad,desktop,1
4487,2024-06-20 14:35:00,social,mobile,0
1566,2024-06-07 08:29:00,email,mobile,0
1297,2024-06-07 09:47:00,direct,mobile,0
9441,2024-07-11 11:16:00,ad,mobile,0
5572,2024-06-25 08:39:00,ad,mobile,0
7837,2024-07-05 09:51:00,search,mobile,0
7944,2024-07-05 16:13:00,search,mobile,0
3108,2024-06-15 10:05:00,search,tablet,0
3264,2024-06-15 15:40:00,search,mobile,1
4778,2024-06-22 17:24:00,search,desktop,0
1752,2024-06-08 15:40:00,direct,mobile,0
1038,2024-06-05 13:55:00,search,desktop,0
4498,2024-06-21 14:33:00,direct,desktop,0
9703,2024-07-12 16:29:00,search,mobile,0
1118,2024-06-06 08:42:00,direct,desktop,0
8158,2024-07-06 12:54:00,ad,mobile,0
10134,2024-07-14 07:19:00,ad,desktop,0
5213,2024-06-24 07:50:00,ad,desktop,0
1079,2024-06-05 15:53:00,ad,tablet,0
10435,2024-07-15 08:19:00,ad,mobile,1
10417,2024-07-15 14:47:00,email,mobile,0
2283,2024-06-11 12:11:00,ad,desktop,1
6028,2024-06-27 17:43:00,direct,mobile,0
7531,2024-07-03 14:08:00,search,mobile,1
6033,2024-06-27 07:08:00,search,desktop,1
1925,2024-06-09 11:44:00,social,mobile,0
9405,2024-07-11 07:28:00,direct,mobile,0
3398,2024-06-16 11:48:00,search,mobile,0
8247,2024-07-06 10:28:00,search,mobile,0
4092,2024-06-19 09:14:00,direct,mobile,0
5413,2024-06-25 08:57:00,ad,tablet,0
6511,2024-06-29 12:13:00,search,desktop,0
2336,2024-06-11 11:48:00,search,desktop,0
534,2024-06-03 14:06:00,search,mobile,0
8617,2024-07-08 07:34:00,search,mobile,0
10211,2024-07-14 17:27:00,search,mobile,0
2162,2024-06-10 13:44:00,ad,desktop,1
7880,2024-07-05 13:50:00,ad,desktop,1
2506,2024-06-12 17:56:00,email,mobile,0
2926,2024-06-14 16:07:00,email,mobile,0
10243,2024-07-14 13:32:00,email,mobile,0
670,2024-06-03 15:16:00,direct,desktop,0
4350,2024-06-20 11:31:00,email,mobile,0
9252,2024-07-10 08:36:00,ad,mobile,0
6982,2024-07-01 13:04:00,ad,desktop,0
7244,2024-07-02 16:20:00,ad,mobile,0
620,2024-06-03 15:14:00,ad,mobile,0
4045,2024-06-19 11:50:00,search,desktop,0
4486,2024-06-20 07:19:00,ad,desktop,0
8007,2024-07-06 09:13:00,ad,mobile,0
7371,2024-07-03 10:34:00,email,mobile,0
6494,2024-06-29 12:02:00,search,desktop,0
9910,2024-07-13 17:53:00,direct,tablet,0
2211,2024-06-11 13:49:00,search,tablet,0
7634,2024-07-04 17:06:00,direct,mobile,0
7046,2024-07-01 07:53:00,direct,mobile,1
5068,2024-06-23 16:38:00,ad,mobile,0
1554,2024-06-07 09:31:00,search,mobile,0
7928,2024-07-05 12:40:00,direct,tablet,1
426,2024-06-02 07:29:00,ad,tablet,0
9382,2024-07-11 11:21:00,direct,mobile,0
4718,2024-06-22 17:02:00,direct,tablet,0
1361,2024-06-07 07:51:00,ad,mobile,0
7895,2024-07-05 13:14:00,ad,tablet,0
5701,2024-06-26 16:31:00,search,mobile,0
3900,2024-06-18 11:46:00,direct,mobile,0
10061,2024-07-13 13:21:00,email,desktop,0
2792,2024-06-13 07:34:00,ad,mobile,1
5979,2024-06-27 08:52:00,ad,mobile,0
3292,2024-06-16 15:37:00,ad,mobile,0
2981,2024-06-14 11:05:00,ad,tablet,0
6516,2024-06-29 10:31:00,ad,desktop,0
5024,2024-06-23 14:20:00,ad,desktop,0
5835,2024-06-26 15:14:00,email,desktop,0
873,2024-06-05 10:25:00,search,tablet,0
223,2024-06-01 08:42:00,search,mobile,0
7457,2024-07-03 07:18:00,ad,desktop,0
3113,2024-06-15 15:57:00,ad,mobile,0
8414,2024-07-07 11:42:00,search,tablet,0
6674,2024-06-30 12:02:00,ad,mobile,0
1617,2024-06-08 08:41:00,email,tablet,0
4272,2024-06-20 15:19:00,ad,desktop,0
6354,2024-06-28 07:29:00,ad,mobile,0
3781,2024-06-17 11:35:00,ad,desktop,0
3049,2024-06-14 13:58:00,search,desktop,0
6683,2024-06-30 12:10:00,ad,mobile,0
9135,2024-07-10 16:57:00,ad,desktop,0
9238,2024-07-10 16:22:00,ad,mobile,0
3939,2024-06-18 13:09:00,search,desktop,0
1584,2024-06-08 07:29:00,ad,mobile,0
4593,2024-06-21 16:06:00,direct,tablet,0
1197,2024-06-06 13:15:00,ad,desktop,0
5600,2024-06-25 07:40:00,ad,mobile,0
6837,2024-06-30 08:16:00,ad,mobile,0
6842,2024-06-30 11:34:00,search,mobile,0
960,2024-06-05 07:33:00,search,mobile,0
1576,2024-06-08 08:30:00,ad,desktop,0
9413,2024-07-11 12:00:00,direct,mobile,0
6627,2024-06-30 16:44:00,direct,mobile,0
1201,2024-06-06 17:31:00,ad,mobile,0
6297,2024-06-28 15:47:00,ad,desktop,0
7358,2024-07-03 17:58:00,email,mobile,1
2742,2024-06-13 15:40:00,direct,mobile,0
5077,2024-06-23 17:36:00,ad,mobile,0
9135,2024-07-10 16:57:00,ad,desktop,0
10354,2024-07-15 07:24:00,ad,mobile,0
7217,2024-07-02 14:20:00,ad,mobile,0
2570,2024-06-12 07:05:00,search,desktop,0
3022,2024-06-14 11:44:00,ad,mobile,0
8968,2024-07-09 07:30:00,ad,mobile,0
2585,2024-06-12 14:11:00,ad,mobile,0
4426,2024-06-20 13:29:00,ad,tablet,1
9381,2024-07-11 08:22:00,ad,mobile,0
10474,2024-07-15 10:22:00,ad,desktop,0
9992,2024-07-13 12:24:00,ad,mobile,0
2390,2024-06-11 13:36:00,ad,tablet,0
2231,2024-06-11 11:42:00,email,mobile,0
8543,2024-07-08 12:19:00,direct,mobile,0
2627,2024-06-12 09:58:00,search,desktop,0
4768,2024-06-22 13:15:00,email,mobile,0
2431,2024-06-11 07:14:00,search,mobile,0
6026,2024-06-27 17:19:00,ad,mobile,1
2383,2024-06-11 13:31:00,search,desktop,0
4243,2024-06-20 14:27:00,ad,desktop,0
4952,2024-06-23 09:23:00,direct,mobile,0
5697,2024-06-26 09:11:00,search,mobile,0
4296,2024-06-20 14:19:00,search,mobile,0
1179,2024-06-06 17:40:00,ad,mobile,0
6624,2024-06-30 10:25:00,direct,mobile,0
9033,2024-07-09 07:27:00,search,desktop,0
8046,2024-07-06 16:28:00,ad,mobile,0
6289,2024-06-28 13:57:00,direct,mobile,0
4427,2024-06-20 07:05:00,direct,tablet,0
4712,2024-06-21 16:34:00,search,mobile,0
6574,2024-06-29 08:38:00,search,desktop,1
3014,2024-06-14 17:53:00,email,desktop,0
4063,2024-06-19 13:01:00,direct,desktop,0
10281,2024-07-14 09:33:00,search,mobile,0
734,2024-06-04 13:43:00,ad,mobile,0
7916,2024-07-05 17:19:00,email,desktop,0
2274,2024-06-11 07:39:00,ad,mobile,0
765,2024-06-04 09:43:00,ad,desktop,0
4019,2024-06-19 11:27:00,search,tablet,0
3374,2024-06-16 11:17:00,ad,mobile,0
6689,2024-06-30 07:17:00,ad,desktop,0
9937,2024-07-13 15:06:00,direct,desktop,0
9626,2024-07-12 17:52:00,search,desktop,0
9909,2024-07-13 09:14:00,ad,tablet,0
6581,2024-06-29 11:30:00,email,desktop,0
9508,2024-07-11 14:01:00,email,mobile,0
8408,2024-07-07 10:11:00,search,tablet,1
2780,2024-06-13 12:47:00,social,mobile,0
2372,2024-06-11 13:20:00,social,mobile,0
3712,2024-06-17 07:40:00,search,desktop,0
8256,2024-07-07 07:37:00,search,mobile,0
8561,2024-07-08 17:33:00,search,desktop,1
7732,2024-07-04 11:55:00,ad,desktop,0
2247,2024-06-11 15:14:00,ad,mobile,0
10122,2024-07-14 11:47:00,ad,desktop,0
2403,2024-06-11 16:34:00,ad,desktop,0
5692,2024-06-26 14:33:00,search,mobile,0
229,2024-06-01 11:54:00,email,desktop,1
10332,2024-07-15 08:18:00,search,mobile,0
5157,2024-06-24 12:32:00,email,mobile,0
8914,2024-07-09 13:15:00,ad,mobile,0
389,2024-06-02 13:49:00,direct,desktop,0
8801,2024-07-09 11:37:00,search,mobile,0
7553,2024-07-03 09:51:00,ad,mobile,0
7142,2024-07-02 07:12:00,search,mobile,0
5906,2024-06-27 16:01:00,direct,mobile,0
7665,2024-07-04 12:05:00,ad,mobile,0
8093,2024-07-06 17:15:00,search,tablet,1
10273,2024-07-14 07:31:00,email,mobile,0
6910,2024-07-01 10:33:00,ad,mobile,0
3099,2024-06-15 13:29:00,direct,mobile,0
9807,2024-07-13 17:29:00,direct,mobile,0
4083,2024-06-19 14:44:00,ad,desktop,0
7580,2024-07-03 14:21:00,search,mobile,0
9503,2024-07-11 17:38:00,direct,mobile,0
6687,2024-06-30 07:23:00,search,mobile,0
9888,2024-07-13 15:26:00,ad,desktop,0
4223,2024-06-19 14:30:00,email,desktop,0
4087,2024-06-19 07:16:00,email,mobile,0
9309,2024-07-11 17:23:00,search,mobile,0
2827,2024-06-13 16:10:00,search,mobile,0
9886,2024-07-13 16:48:00,ad,desktop,0
8450,2024-07-07 10:07:00,search,tablet,0
1271,2024-06-07 07:30:00,direct,desktop,0
9328,2024-07-11 17:25:00,ad,desktop,0
899,2024-06-05 09:44:00,ad,mobile,1
5101,2024-06-23 15:05:00,direct,mobile,0
8452,2024-07-07 11:17:00,search,tablet,0
4121,2024-06-19 17:41:00,search,mobile,0
5583,2024-06-25 15:01:00,search,mobile,0
9463,2024-07-11 13:53:00,email,mobile,0
5413,2024-06-25 08:57:00,ad,tablet,0
2523,2024-06-12 16:00:00,search,mobile,1
8402,2024-07-07 17:42:00,social,mobile,0
5400,2024-06-25 07:40:00,ad,mobile,1
3978,2024-06-18 10:41:00,ad,mobile,0
3434,2024-06-16 10:32:00,search,mobile,0
1637,2024-06-08 17:43:00,email,mobile,0
2096,2024-06-10 11:23:00,search,mobile,0
5435,2024-06-25 11:34:00,ad,mobile,1
7874,2024-07-05 12:46:00,ad,desktop,0
1717,2024-06-08 10:23:00,ad,mobile,0
8688,2024-07-08 15:16:00,search,desktop,0
1855,2024-06-09 11:13:00,ad,mobile,0
7782,2024-07-04 07:33:00,email,mobile,0
7814,2024-07-05 16:45:00,ad,desktop,0
4782,2024-06-22 11:00:00,ad,mobile,0
7208,2024-07-02 14:47:00,ad,tablet,0
1261,2024-06-06 16:28:00,email,mobile,0
708,2024-06-04 11:25:00,ad,mobile,0
943,2024-06-05 16:03:00,direct,mobile,0
5424,2024-06-25 10:07:00,ad,mobile,1
5337,2024-06-24 12:06:00,direct,mobile,0
185,2024-06-01 11:55:00,direct,desktop,0
9728,2024-07-12 07:00:00,ad,mobile,0
6318,2024-06-28 09:33:00,search,mobile,0
10139,2024-07-14 08:49:00,direct,mobile,0
6662,2024-06-30 08:17:00,email,tablet,0
9141,2024-07-10 15:01:00,direct,mobile,0
8963,2024-07-09 09:20:00,search,mobile,0
9066,2024-07-09 13:05:00,search,mobile,0
3585,2024-06-17 17:28:00,email,mobile,0
7655,2024-07-04 07:56:00,search,desktop,1
707,2024-06-04 09:47:00,search,mobile,1
3011,2024-06-14 13:28:00,ad,tablet,0
3006,2024-06-14 09:31:00,social,mobile,0
2561,2024-06-12 15:59:00,ad,tablet,0
8584,2024-07-08 13:28:00,direct,mobile,0
5869,2024-06-27 13:54:00,ad,desktop,1
6954,2024-07-01 11:19:00,search,desktop,1
9531,2024-07-12 08:54:00,ad,mobile,0
6741,2024-06-30 14:12:00,search,mobile,0
7770,2024-07-04 14:25:00,search,mobile,0
334,2024-06-02 12:29:00,social,mobile,0
2913,2024-06-14 11:00:00,search,mobile,0
81,2024-06-01 07:09:00,ad,tablet,1
6094,2024-06-28 07:47:00,ad,tablet,0
1534,2024-06-07 13:21:00,search,mobile,1
2549,2024-06-12 07:17:00,social,tablet,0
7359,2024-07-03 13:46:00,search,mobile,0
5606,2024-06-25 10:24:00,ad,mobile,0
94,2024-06-01 08:11:00,email,mobile,0
8055,2024-07-06 13:43:00,ad,tablet,1
3292,2024-06-16 15:37:00,ad,mobile,0
9359,2024-07-11 13:11:00,direct,mobile,0
3113,2024-06-15 15:57:00,ad,mobile,1
4511,2024-06-21 07:34:00,ad,tablet,0
8524,2024-07-07 13:09:00,ad,mobile,1
3741,2024-06-17 16:07:00,ad,tablet,0
3717,2024-06-17 10:48:00,search,mobile,1
564,2024-06-03 07:17:00,search,desktop,0
8369,2024-07-07 16:49:00,ad,mobile,0
430,2024-06-02 13:55:00,ad,mobile,0
6841,2024-06-30 14:32:00,direct,desktop,0
2076,2024-06-10 08:21:00,ad,mobile,0
1336,2024-06-07 07:57:00,direct,mobile,0
5176,2024-06-24 13:14:00,search,desktop,0
8214,2024-07-06 10:21:00,social,mobile,0
7761,2024-07-04 16:02:00,ad,mobile,0
332,2024-06-02 17:08:00,search,mobile,1
2096,2024-06-10 11:23:00,search,mobile,0
4437,2024-06-20 08:47:00,direct,mobile,0
10406,2024-07-15 13:45:00,ad,mobile,0
7518,2024-07-03 15:01:00,search,mobile,1
36,2024-06-01 12:14:00,ad,mobile,0
7160,2024-07-02 17:13:00,ad,mobile,0
8801,2024-07-09 11:37:00,search,mobile,0
2539,2024-06-12 13:54:00,search,mobile,0
5933,2024-06-27 11:20:00,search,desktop,0
121,2024-06-01 16:21:00,search,mobile,0
7681,2024-07-04 11:32:00,ad,mobile,0
6288,2024-06-28 12:15:00,ad,mobile,0
8617,2024-07-08 07:34:00,search,mobile,0
5416,2024-06-25 11:54:00,ad,desktop,0
7306,2024-07-02 16:33:00,ad,desktop,0
67,2024-06-01 12:21:00,ad,mobile,0
4072,2024-06-19 17:22:00,direct,mobile,0
6191,2024-06-28 08:02:00,ad,mobile,0
3,2024-06-01 14:12:00,ad,mobile,0
8093,2024-07-06 17:15:00,search,tablet,0
953,2024-06-05 10:02:00,search,desktop,0
5150,2024-06-23 11:39:00,direct,mobile,0
8028,2024-07-06 10:57:00,ad,mobile,0
3475,2024-06-16 07:45:00,direct,desktop,0
6766,2024-06-30 10:28:00,ad,mobile,0
9296,2024-07-11 13:27:00,search,desktop,0
7018,2024-07-01 10:51:00,ad,mobile,0
7198,2024-07-02 11:34:00,ad,mobile,0
4946,2024-06-22 08:33:00,email,mobile,0
2478,2024-06-11 12:56:00,direct,desktop,1
3473,2024-06-16 11:33:00,ad,mobile,0
930,2024-06-05 17:18:00,email,desktop,0
5763,2024-06-26 17:53:00,ad,desktop,0
9795,2024-07-12 11:07:00,ad,desktop,0
3908,2024-06-18 09:05:00,search,mobile,0
22,2024-06-01 16:34:00,search,desktop,0
6926,2024-07-01 08:50:00,ad,tablet,1
416,2024-06-02 17:57:00,ad,mobile,0
6321,2024-06-28 17:15:00,search,tablet,0
4453,2024-06-20 08:28:00,search,mobile,0
1644,2024-06-08 14:20:00,direct,mobile,0
4286,2024-06-20 15:59:00,search,mobile,1
2959,2024-06-14 12:53:00,ad,desktop,0
8846,2024-07-09 14:52:00,search,desktop,0
282,2024-06-02 14:34:00,ad,mobile,0
567,2024-06-03 13:46:00,ad,tablet,0
5577,2024-06-25 17:04:00,ad,mobile,0
2473,2024-06-11 09:42:00,search,mobile,1
7566,2024-07-03 11:20:00,search,mobile,0
4056,2024-06-19 07:00:00,search,mobile,0
4253,2024-06-20 16:58:00,search,mobile,0
2930,2024-06-14 14:45:00,search,mobile,0
8771,2024-07-08 08:29:00,ad,mobile,0
4529,2024-06-21 07:14:00,ad,tablet,1
3760,2024-06-17 13:56:00,ad,tablet,0
410,2024-06-02 17:53:00,ad,mobile,0
10167,2024-07-14 09:31:00,search,mobile,1
3274,2024-06-16 11:39:00,search,mobile,0
2332,2024-06-11 09:25:00,ad,mobile,0
5559,2024-06-25 10:57:00,ad,tablet,0
4224,2024-06-19 14:27:00,direct,mobile,0
7673,2024-07-04 08:57:00,direct,tablet,0
9884,2024-07-13 11:59:00,direct,mobile,0
1089,2024-06-06 11:27:00,ad,mobile,0
7082,2024-07-01 09:37:00,ad,desktop,0
50,2024-06-01 08:40:00,ad,desktop,0
5527,2024-06-25 15:30:00,ad,mobile,0
10077,2024-07-13 11:12:00,search,mobile,0
2064,2024-06-10 12:23:00,ad,mobile,0
4431,2024-06-20 15:19:00,ad,desktop,0
7379,2024-07-03 14:57:00,search,mobile,0
6928,2024-07-01 12:59:00,search,mobile,1
2971,2024-06-14 11:53:00,direct,mobile,0
7249,2024-07-02 15:38:00,ad,tablet,0
9109,2024-07-10 11:05:00,direct,mobile,0
896,2024-06-05 08:47:00,search,desktop,0
6754,2024-06-30 12:25:00,ad,mobile,0
7518,2024-07-03 15:01:00,search,mobile,0
6088,2024-06-28 13:33:00,ad,mobile,0
6658,2024-06-30 10:35:00,email,tablet,0
7444,2024-07-03 15:46:00,search,mobile,0
1662,2024-06-08 15:34:00,direct,desktop,0
8585,2024-07-08 09:50:00,search,mobile,0
3690,2024-06-17 13:50:00,search,tablet,0
8538,2024-07-08 10:50:00,ad,mobile,0
5050,2024-06-23 12:36:00,search,desktop,0
565,2024-06-03 10:03:00,ad,mobile,1
6750,2024-06-30 11:58:00,email,mobile,0
7196,2024-07-02 16:47:00,direct,mobile,0
482,2024-06-02 16:47:00,ad,desktop,0
8419,2024-07-07 13:40:00,ad,mobile,0
871,2024-06-05 10:19:00,search,desktop,0
9629,2024-07-12 07:52:00,ad,mobile,0
5941,2024-06-27 13:09:00,ad,mobile,0
6303,2024-06-28 09:35:00,search,tablet,1
5617,2024-06-25 13:52:00,ad,tablet,0
4627,2024-06-21 09:25:00,email,mobile,0
10325,2024-07-15 16:04:00,ad,mobile,1
2217,2024-06-11 08:07:00,search,mobile,1
8620,2024-07-08 14:48:00,search,mobile,0
3232,2024-06-15 14:20:00,direct,mobile,0
5057,2024-06-23 13:07:00,email,mobile,0
9427,2024-07-11 11:09:00,search,desktop,0
9925,2024-07-13 13:40:00,ad,desktop,0
768,2024-06-04 10:00:00,ad,mobile,0
7976,2024-07-05 11:49:00,direct,desktop,0
6034,2024-06-27 11:41:00,ad,mobile,1
